dam_id,dam
dam_3934658,Aos Dana
dam_6030794,Loughbricklandrose
dam_5262096,Misstree Pitcher
dam_5596241,Mystic Cherry
dam_5611872,Scrapper Jack
dam_9721285,Vbadge Treat
dam_6009451,Bahia De Cerisy
dam_16245551,Altesse Sacree
dam_5004419,Arrive In Style
dam_5260374,Lady Karinga
dam_47345424,Misty Rose
dam_14059073,Dione
dam_18739518,Quickstep Queen
dam_4437895,Ellcon
dam_19107816,Game And Set
dam_10939537,Lady Heart
dam_6246191,Dancing Star
dam_6253954,Bear Cheek
dam_18324061,Crime Of Passion
dam_5493607,Donatia
dam_5757157,Clearing
dam_19173203,West End Girl
dam_17692906,Varamini
dam_13491198,Dragon Beat
dam_5958666,Saturday Girl
dam_10504634,Infanta Isabella
dam_27236587,Swept Away
dam_5949720,Ishiamber
dam_5892243,Cape Cod Carol
dam_5545547,Alsindi
dam_5958610,Break Time
dam_7919051,Silver Cloud
dam_6237063,Madame Butterfly
dam_21668185,Dandy Groove
dam_6283900,Black Bess
dam_43062985,Drama School
dam_5712875,Lizzie Tudor
dam_16313430,Kesia
dam_11125982,Lightening Quick
dam_39061414,Montjeu's Lady
dam_10303153,Chatting
dam_4981592,Night Lily
dam_13829669,Queen Of Bermuda
dam_24064145,Onyali
dam_4884313,Golden Rosie
dam_6007015,Marsh Daisy
dam_5933480,Volkovkha
dam_6293756,Heartstone
dam_11481848,This Girl
dam_4561725,Whazzis
dam_4776786,Samira Gold
dam_5893825,Dutch Lady
dam_25040855,Paulinie
dam_6009143,Ceaseless
dam_6332361,Danilovna
dam_6288730,Sagely
dam_6258210,Best New Show
dam_6285734,Rostova
dam_5505395,Pearl Diva
dam_6024144,Kinematic
dam_5637408,Nardin
dam_11305868,Cork Harbour
dam_6095012,Estournel
dam_41845657,Fern
dam_18424616,Allez Alaia
dam_16206820,Ama Dablam
dam_15876742,Arctic Ocean
dam_9923319,Poppet's Promise
dam_19060846,Mild Illusion
dam_5690608,Pira Palace
dam_14793198,Red Saree
dam_5854429,Snow Scene
dam_10523800,Sarshampla
dam_10804416,Displaying Amber
dam_6000316,Baileys Pursuit
dam_5525604,Shawka
dam_5131574,Flame Of Gibraltar
dam_2815505,Aurelia
dam_4972723,Boucheron
dam_5173098,Music Show
dam_13085086,Rose Law
dam_4769863,Kirunavaara
dam_20597339,Kates The Boss
dam_6298103,L'Atmosphere
dam_5894567,Duplicate Daughter
dam_4793726,Liss A Chroi
dam_8796305,Flood Warning
dam_6106296,Milly Baloo
dam_5527473,Pharney Lady
dam_20032978,Land Of Pride
dam_28916580,Coronet
dam_16652944,Thanks Bobby
dam_4068064,Snob's Supreme
dam_5693324,Ittimetogo
dam_6178522,Regal Empress
dam_6291530,Bassika D'Airy
dam_5451572,Smiths Lady
dam_5279148,Nodelay
dam_4817274,Mahaatheer
dam_5314862,Tatispout
dam_5049989,Glittering Star
dam_27578390,Eyes On The Stars
dam_4693192,Debut
dam_12001255,Apple Trix
dam_2827272,Blaeberry
dam_5641363,Onvavoir
dam_5891991,Dancing With Stars
dam_4658969,Constant Approach
dam_5545883,Maven
dam_50036014,Silver Wish
dam_6023101,Presently Tipsy
dam_5790309,Southern Squaw
dam_3071656,Terentia
dam_6106254,Simply Rouge
dam_5876871,Vie Sa Vie
dam_6360249,Vita Nuova
dam_5209645,Ballinacraig
dam_4903598,Santia
dam_5690153,Morning With Ivan
dam_34542711,Rathleek
dam_5834710,Tell The Tale
dam_34073515,Gaye Annie
dam_5328078,Misscomplacent
dam_4379655,The Wounded Cook
dam_3608528,Bollin Nellie
dam_5127626,Dolce Vita Yug
dam_5623282,Santoria
dam_5294338,Ixora
dam_5324200,Shady Pines
dam_5323528,Eva's Time
dam_4594387,New Delice
dam_35175980,Liss Iontach
dam_4050718,Another Pet
dam_3854158,Raphuca
dam_5459230,Milan Athlete
dam_22983415,Belle Glory
dam_45982426,Dieu Nous Garde
dam_5865538,Rock High Lady
dam_32982439,Rosshill Opera
dam_5886853,Tarfasha
dam_13684783,Endless Ambition
dam_5134199,Black Annie
dam_13285062,Kilbarry Lilly
dam_5665905,Maggie Howard
dam_22873515,Kilbarry Flame
dam_4591748,High Life
dam_5432315,Langley House
dam_4856978,Primrose Time
dam_6088488,Bark
dam_5028380,Pezula
dam_4667901,Rare Ruby
dam_4051341,Supreme Magical
dam_5211423,Kekova
dam_6178431,Don't Point
dam_5568773,Rainbowline
dam_13004222,Liss Agragh
dam_5426113,Poly Pomona
dam_5656301,Black Mascara
dam_4439939,Maternelle
dam_5937358,Jane Hall
dam_4907770,Printing Copper
dam_4585399,Oeuvre Vive
dam_5829187,Belobaka
dam_4971883,Qape Noir
dam_5395432,Toi Et Le Soleil
dam_6090903,Sleeping Diva
dam_13153343,Stein Castle
dam_5976481,Ballyknock Hill
dam_5018230,Bollin Judith
dam_4633125,Fennor Rose
dam_6439202,Clovelly
dam_3979794,Name For Fame
dam_6062819,Perfect Rhythm
dam_3853535,Sundus
dam_13789146,Albanderi
dam_6066508,Rivers Of Babylon
dam_5488973,Curious Lashes
dam_5721107,Sushi Tuna
dam_4814782,Short Affair
dam_4989446,Welsh Anthem
dam_3815350,Ing Ing
dam_6182813,Val D'Hiver
dam_5171390,Wood Fairy
dam_5933130,Almashooqa
dam_4811702,Gibboghstown
dam_4801349,O Fourlunda
dam_50436442,Pleisiur
dam_5778556,Bacchonthebottle
dam_30284793,Bernice
dam_5157516,Snow Fairy
dam_4967571,Casual
dam_4799550,Just Like A Woman
dam_5375944,Elfine
dam_3841607,Perfect Fun
dam_5070541,Hamloola
dam_6108620,Coral Queen
dam_4989362,Fisadara
dam_39191299,Azeyma
dam_6305495,Abonos
dam_8300600,Little Miss Daisy
dam_18504598,Lorelei Rock
dam_5470360,Almond Branches
dam_19742373,Mrakeb
dam_49325514,Dreamboat Annie
dam_6279091,Roccor
dam_5900860,Musicology
dam_10391395,Moons Of Jupiter
dam_5340986,Volcanic Lady
dam_5475232,Tahlia Ree
dam_3293780,Statua
dam_3524542,Titian Queen
dam_5307729,Beauty Pageant
dam_5834906,Deux Saisons
dam_7282023,Lady Alienor
dam_5483975,Passionada
dam_6296472,Dutch Destiny
dam_9057146,Rusookh
dam_22413594,Green Boulevard
dam_4670484,Cyd Charisse
dam_5731446,Silasol
dam_4223072,Irish Question
dam_6803811,Palinodie
dam_6100353,Chosen Destiny
dam_5837685,Loxhill Lady
dam_4651535,Ommadawn
dam_5266338,Noras Fancy
dam_10358922,Gortnagowna
dam_5871040,Mystery Drama
dam_5378443,Dream Performance
dam_4680326,Manorville
dam_5009102,Palme Royale
dam_4643254,John Quatz
dam_4545002,Bobsyourdad
dam_6185235,Queva De Sarti
dam_12584572,Manaka
dam_3334856,Flaurella
dam_6028092,Archange
dam_6195770,Eardisland
dam_5337815,Panoptic
dam_22975484,Jane's Budget
dam_4223121,Monsusu
dam_5694010,Theregoesthetruth
dam_3619812,Ede'Iff
dam_4799641,Time To Act
dam_4229596,Hoh My Darling
dam_5552736,Utopie Des Bordes
dam_6158026,Kayf Willow
dam_5001234,Clarte D'Or
dam_4560661,Four Miracles
dam_5309353,Rumh
dam_6819176,Aunt Eva
dam_5363631,Bobbi's Venture
dam_4856957,Flirtatious
dam_6178291,Lola's Reflection
dam_6187055,Bob Robin
dam_11195702,Quri
dam_35203525,Tub Of Harte'S
dam_4894379,Quivvy Bridge
dam_7344456,Wizard's Sliabh
dam_40899810,Wygram
dam_5669041,Bella Lawena
dam_51124892,Jean Bishop
dam_6046740,Solojorie
dam_4581283,The Central Lady
dam_16699851,Havana Jane
dam_4947481,Glorious Dreams
dam_5655825,Baileys Jubilee
dam_5674697,If So
dam_10303328,Luceita
dam_5879314,Dry Your Eyes
dam_7654913,Normandie
dam_6023885,Exceed Sensazione
dam_4523428,Holda
dam_6914691,Discipline
dam_5890010,Three D Alexander
dam_10424631,Easter Lily
dam_31865267,Proserpine
dam_5684280,Boston Rocker
dam_4488715,Quaich
dam_6136298,Molly Dolly
dam_3857553,Crystal Valkyrie
dam_13974954,Lucky Charm
dam_6011222,Moonvoy
dam_7646478,Show Me The Music
dam_5230484,New Magic
dam_5493397,Intense Pink
dam_5357807,Shaarfa
dam_4886427,Super Midge
dam_6466929,Poppy Pivot
dam_10965115,Lady Willpower
dam_6008324,Magical Daze
dam_6980652,Toy Theatre
dam_6151040,Wonderful Life
dam_5511310,Ocean Sands
dam_6298152,Pleasantry
dam_5574086,Gallipot
dam_2930074,Kate The Great
dam_6003319,Danehill Revival
dam_7313068,Wind In Her Sails
dam_5556488,Irishstone
dam_5390329,Regal Salute
dam_14175476,Dubai Blue
dam_5182121,Sailor Moon
dam_10804507,Dandy's Beano
dam_10833228,Jumira Princess
dam_36738485,Experte
dam_7355628,Hadrienne
dam_13772794,Hypothetically
dam_8387792,First Priority
dam_5166392,Aquarius Star
dam_21946533,No Panic
dam_8338246,Ashwaq
dam_5744347,Dularame
dam_4927146,Saphira's Fire
dam_5887161,So In Love
dam_5763982,Circleofinfluence
dam_28014105,Intisaar
dam_6029219,Brynica
dam_5464858,Alkhawarah
dam_5135634,Celestial Girl
dam_5881715,Mumtaza
dam_3591077,Camp Fire
dam_24494750,Fantastic Lips
dam_11894421,Shakdara
dam_4777444,Raymi Coya
dam_5586147,Trail Of Tears
dam_7065114,Dawn Horizons
dam_6084771,Tocororo
dam_18144105,Princess Knapping
dam_5010173,Stravinsky Dance
dam_24494841,Soeur Gael
dam_6191087,Fairy Theatre
dam_4937002,Valleyofthedolls
dam_5698154,Spartan Angel
dam_6276746,Mayasa
dam_9818837,Blessingindisguise
dam_40205620,Ok Whats Next
dam_6009486,Briska Des Bordes
dam_28191205,Fairy Hill
dam_3861137,Maiden Voyage
dam_29117410,Killiney Gold
dam_5087264,Present Your Case
dam_6048098,Guajara
dam_4252955,Jolie Menthe
dam_5209057,Natural Spring
dam_7121646,Back To Loughadera
dam_4559184,Western Sky
dam_5907734,Limousine
dam_6342413,Noor
dam_31965717,Valia Du Reponet
dam_10170244,Wazin
dam_5510596,Lupa Montana
dam_20049897,Lady Butterfly
dam_20487250,Queen Of All
dam_5797148,Weisse Socken
dam_9603335,Elnadim Star
dam_4991126,Glen Molly
dam_11784542,Princesschope
dam_10416875,On The Line
dam_5712280,Euphrasia
dam_6142262,Sea Paint
dam_4603872,Featherlight
dam_20664658,Tassina
dam_4905159,Miss Brown To You
dam_5726399,Hot Wired
dam_6078317,Merritt Island
dam_5991097,Inca Trail
dam_14220955,Dubai Cyclone
dam_18445168,Bacheliere
dam_5862430,Bewitchment
dam_3543743,Holy Nola
dam_5530245,Many Hearts
dam_4968166,Silver Games
dam_13696004,Rainbow Heart
dam_5886496,Beylerbey
dam_5357555,Dolly Colman
dam_6347593,All I Need
dam_5881218,Miss Brazil
dam_5881414,Royale Du Buisson
dam_21946547,Monclaire
dam_7042273,Kilmah
dam_5685036,Paella
dam_6045270,Interlacing
dam_31022488,Leading Queen
dam_6285727,Pacharana
dam_4800411,Blessing
dam_4938584,Ivy Queen
dam_25014171,Belmiesque
dam_5450711,Bright Blaze
dam_4636205,Monet's Lady
dam_4890837,Dar Dar Supreme
dam_2992080,Olympic Medal
dam_5111624,Reine De Re
dam_3992828,Miss D'Estruval
dam_5206810,On Khee
dam_6131041,Western Starlight
dam_5376819,Toscane
dam_5032769,Ruthenoise
dam_5402145,Miss Taggle
dam_6350120,Bestow
dam_4729858,Hello Kitty
dam_4068883,Beann Ard
dam_9711366,Serpentine Mine
dam_5994373,Pinamar
dam_4936673,Square Sphere
dam_22829191,Happynees
dam_4520810,Alexander Divine
dam_4756003,Lounamix
dam_12903842,Becky B
dam_4154941,Frankly Native
dam_26740525,Grandy Serenade
dam_27359031,Carleys Flight
dam_6305418,Sumability
dam_5264000,Keys Hope
dam_6277047,Miss Anneliese
dam_24372831,Nadeems Stella
dam_5135081,Brixen
dam_5772277,Dochas Supreme
dam_5624185,Une Dame D'Avril
dam_4854703,Line Artic
dam_6347432,Dizzy Frizzy
dam_5686408,Indian Fairy
dam_5955453,Genesta
dam_4097345,Dame Foraine
dam_4670029,Diavoleria
dam_4551414,Ribble
dam_5388530,Ssafa
dam_34874511,Lucyintheskywith
dam_5025734,Our Dot
dam_5414290,Alta Anna
dam_6239205,Turret Rocks
dam_5612663,Julimark
dam_6322624,Cherry West
dam_4585868,Winning Counsel
dam_4951590,Salsaparilla
dam_11829664,Presenting Chaos
dam_20550124,Neat 'n Nimble
dam_4930842,Royal Choice
dam_9412886,Maidrin Rua
dam_18705498,Cush Bach
dam_3007802,Popaway
dam_5846638,Pink Hat
dam_5316752,Wasara
dam_4676903,Fascinatin Rhythm
dam_10043089,Malindi Bay
dam_4065740,Oh Susannah
dam_6862058,Similaresisoldofa
dam_4725588,Lewesdon Duchess
dam_5276404,Jiggle Joules
dam_4680690,Inghwung
dam_6123593,Quel Bleu
dam_5655391,Lulu Rouge
dam_6147176,Douce Irlandaise
dam_5875184,Foxy Lauren
dam_5221587,Not Now Nellie
dam_4596543,Consuelita
dam_5009844,Happy Flight
dam_10504319,Gertie Getaway
dam_28720188,Claras Mighty
dam_6258665,Heaven Scent
dam_5741764,Uddy
dam_4662987,Serres
dam_6148779,Godlylady
dam_8517467,Santa Dame
dam_4252682,Lemon Cello
dam_4258163,Snow Water
dam_10256722,Waitingforachance
dam_5133905,Bombalong
dam_5426148,Something Graceful
dam_5447631,She Ranks Me
dam_5349771,Thalie Hurley
dam_25180008,Silver Bell
dam_5622036,Brockwell Abbey
dam_4178125,Reseda
dam_37576861,Shrule Girl
dam_18653810,Definite Asset
dam_6339641,Annie Greene
dam_6316198,Bells Glory
dam_5118190,Our Girl Salley
dam_17587458,Holmshill Gill
dam_4956301,Wendy Du Berlais
dam_4584440,Give Us A Look
dam_5925437,Fine Lily
dam_5386080,Sapphire Flame
dam_37701664,Violaine
dam_4185195,Sari Rose
dam_27250937,Leapy Lady
dam_4773111,Gudnis Gracious Me
dam_4615989,Lillie Lou
dam_5918374,Denisette
dam_4526375,Luas Luso
dam_4573632,Bell Storm
dam_5927117,Solar Wind
dam_4549643,Jouable I
dam_37576007,The Right Thing
dam_9852906,No Plain Jane
dam_5108425,Cloudy Spirit
dam_9531606,Tavira
dam_26948082,Norma Jean
dam_29312801,Centre Field
dam_9960468,Calonge
dam_6119225,Gaye Flora
dam_21221844,Blume
dam_5296186,Carrig Millie
dam_5459902,Our Jess
dam_3816260,Gli Gli
dam_9759211,Down Under
dam_24687558,Roughan Daisy
dam_6118266,Seeking Susan
dam_5748120,Charming Leader
dam_6137817,Islands Sister
dam_22738877,Bartlemy Bell
dam_5133919,Dare To Doubt
dam_5934845,Prettyasapicture
dam_9787260,Forest Heiress
dam_4915379,Ambrosia's Promise
dam_5319629,Victrix Gale
dam_5344955,Avida Star
dam_4041135,My Lady Link
dam_5749058,Izzini
dam_6040349,Singaporette
dam_4222512,Mokaraba
dam_5591047,Mae's Choice
dam_5044291,Queen Of Cool
dam_9869923,Kadoma
dam_33572028,Betty Scott
dam_6181420,Rindoon's Sister
dam_5579385,Duchess Theatre
dam_4900679,Tigresse Rose
dam_5532086,Albamara
dam_6114178,Mardale
dam_4956973,Singapore Treat
dam_5088573,Takemewithyou
dam_35243803,Westies Pet
dam_4190403,Tesary
dam_5809391,Virevolle
dam_6174483,Al Reem
dam_37164071,Kopitar
dam_26874666,Tour Ambition
dam_38002629,Walkada
dam_4456802,Islandbane
dam_35767473,Mayzie Jay Flying
dam_5503925,Heroine Chic
dam_3176971,Ellesmere
dam_40225283,Walkthefirth
dam_7308539,Barra Hooley
dam_9777096,Zarocco
dam_16047395,Sandrinechoix
dam_3717539,Equatoriale
dam_4787384,Acinorev
dam_5080621,Out Performer
dam_4680347,Inniskeen
dam_4706499,Pistol Flash
dam_5488889,County Fun
dam_34073508,Beauty Of Night
dam_37988097,Beanri Mhaith
dam_6186810,Rock Chick Supremo
dam_4208988,French Fashion
dam_6321833,A Touch Of Sparkle
dam_47953059,Imperceptible
dam_5980317,Taylors Storm
dam_40920551,Don't Forsit
dam_5509462,Fabiola
dam_4374027,Regal Force
dam_6001212,Slani
dam_40786060,Kiera's Princess
dam_4137812,Piddies Pride
dam_3909150,Our Ethel
dam_4665850,Lindy Lou
dam_7370930,Fen Ali
dam_39208162,Andromeda
dam_5843453,Dushlan
dam_6226605,Milan Dancer
dam_5655510,Saisine
dam_9786791,Mystic Masie
dam_9895893,Qualita
dam_6090763,Coco Des Champs
dam_4038706,Extremely Rare
dam_5368160,Sacarine
dam_4855004,Ofurie
dam_5817784,Theatre Bird
dam_3647392,Stoney Path
dam_16206477,Consider Her Lucky
dam_6343379,Triptoshan
dam_6041812,Russian Memories
dam_4188926,Burton Ash
dam_6252904,Miss Marina Bay
dam_6336323,Ria Menina
dam_6121801,Be My Sunset
dam_38666628,Seoighe
dam_5606090,Golden Firth
dam_5592468,Call Me A Star
dam_6164592,Midnight Tour
dam_5776834,Free Thinking
dam_5099346,Bobomy
dam_5707107,Goldflake
dam_4834921,And Whatever Else
dam_5775756,Turbinia
dam_6136305,Rene's Girl
dam_10311154,Estrellada
dam_4468765,Diablerette
dam_6092618,Yarrow
dam_6004089,Caitys Joy
dam_5008899,Parallele
dam_41189960,Silouette De Reve
dam_6107045,Fine Fortune
dam_38884839,Windermere Sky
dam_5613727,Doyly Carte
dam_5910219,Carnival Flag
dam_5789000,Comtesse Du Sud
dam_5922917,Toxic Girl
dam_44975203,Walk The Walk
dam_40225381,Gorgeous Kate
dam_5343191,Margarita
dam_6961647,Tickle Me Blue
dam_5748463,Une Epoque
dam_24569041,Douce Ambiance
dam_29156806,Numero Huit
dam_6330492,Bejaya
dam_5398344,Cottstown Gold
dam_4843314,Quora Vallis
dam_5635231,Hidden Horizons
dam_4150671,Thou In Gold
dam_5814480,Rosygo
dam_6278307,Playful Sound
dam_8102619,Greater Good
dam_5633166,Golconde
dam_18761827,Winning Ways
dam_6263705,Diploma
dam_11150342,Girls Talk
dam_7834554,Sugar Free
dam_5358997,Nutshell
dam_5583571,Trois Lunes
dam_5319496,Dubai Affair
dam_20143494,Coppa D'Oro
dam_6247843,Love Or Fear
dam_4603585,Harvest Joy
dam_5976159,Divine
dam_6941424,Ventura Blues
dam_5353789,Chiosina
dam_13695941,Seamisst
dam_17191825,Three Coins
dam_22513596,Dutch Lilly
dam_13930938,Anbaa
dam_5342057,Shadow Of The Day
dam_5070926,Crimson Lass
dam_5343618,Skeleton
dam_7584647,Real Me
dam_6081453,Beta Tauri
dam_25040904,Accolade
dam_10092803,Feint
dam_5837055,Gwen Lady Byron
dam_5359487,Vastitas
dam_6237035,Dancing Years
dam_5493432,Prime Run
dam_5500131,Tooley Woods
dam_6580294,Surava
dam_5989585,Horsforth
dam_5827052,Aetna
dam_6357568,Ana Lichious
dam_5466797,Serenata Mia
dam_5329443,Weeza
dam_6062406,Yat Ding Yau
dam_4106746,Adees Dancer
dam_6709017,Va Pensiero
dam_4937737,Forever's Girl
dam_4763206,Annie Gee
dam_18841144,Saffian
dam_11481883,Angel's Glory
dam_6267198,Party Animal
dam_5927362,Archduchess
dam_6069455,Spinaminnie
dam_3730615,Jostle
dam_5492445,Absent Amy
dam_4978078,Arabian Pearl
dam_4838057,Wood Chorus
dam_5151342,Sense Of Purpose
dam_5376525,Albany Rose
dam_4494497,Kamarinskaya
dam_29815926,Inverse
dam_7714567,Crystal Path
dam_6241781,Hereawi
dam_5645570,World Class
dam_4482002,Bavarica
dam_4629373,Kalandara
dam_7784413,Roxelana
dam_5003803,Bean Uasal
dam_6055399,Cape Magic
dam_18991189,One Voice
dam_6168743,Angelic Guest
dam_15441328,Inclyne
dam_5953577,Entree
dam_25636870,Joquina
dam_6219836,Lady Oak
dam_6221033,Desert Haze
dam_5379703,Royal Blue Star
dam_5989739,Where's Sue
dam_5741267,So Dandy
dam_6265070,Itsinthestars
dam_31799166,Sightseeing
dam_19227488,Sainted Dancer
dam_15750812,Wealth Of Words
dam_4977126,Nashmiah
dam_5944211,Leaf
dam_10804451,Dramatically
dam_4612706,Beta
dam_5864166,Luna Forest
dam_5892873,Surcingle
dam_5542404,Surrey Storm
dam_5493957,Verge
dam_17191888,Aljaazya
dam_30441159,Redstone Cave
dam_5049695,Arctic Flow
dam_27889330,Road To Pearls
dam_4673494,Leanne
dam_5762645,Secret Shine
dam_20297221,Atacames
dam_3681181,Poacher's Paddy
dam_4828026,Cresswell Ruby
dam_33975326,Burkes Lady
dam_3999870,Lurane
dam_5600546,Pennepoint
dam_4718826,Don't Be Bleu
dam_5288906,Andrea's Answer
dam_3678220,Morning Calm
dam_4477053,Stiren Bleue
dam_4729998,What A Bleu
dam_23241477,Kalimnos
dam_10223122,Knockara One
dam_5379913,Susan Stroman
dam_6132364,Kassis
dam_38614100,Lichtspiel
dam_6322883,Femme En Or
dam_4079943,Buck's Blue
dam_5852700,Close To Shore
dam_5683545,Jaja De Jau
dam_5932346,Phoenix Twist
dam_5724922,Aquatinta
dam_5458551,Charbelle
dam_6714701,Keystone Gulch
dam_37860683,Etoile De Kerfelec
dam_5467707,Inter Alia
dam_7677684,Natty
dam_5688438,Wor Lass
dam_6065983,Taweyla
dam_10042704,Fiannaiocht
dam_6193152,Good Looking Woman
dam_5260353,Hannah Jacques
dam_4724167,Supreme Gem
dam_16841223,Quiana
dam_5117364,Benefit Scheme
dam_4872224,Gold Reef
dam_4815489,Backtothekingsnest
dam_5099192,Canadian Blaze
dam_16763887,Partita
dam_16313423,Kimblewick
dam_8024772,Spice Trail
dam_6326047,Alsusha
dam_11305910,Shurooq
dam_5240620,Glorybe
dam_6113961,Catwalk Babe
dam_4426282,Jontys'Lass
dam_6158061,Miss Joeking
dam_4503828,Vanilla Delight
dam_5806304,Kiltipford Lady
dam_5775105,Spinning Away
dam_5635511,Miss Your Top
dam_4991042,Chilly Filly
dam_35337148,Forge Field
dam_22856596,Emma Ami
dam_29622222,Fairyconomy
dam_13085527,Kallisti
dam_5744711,Kris Kindle
dam_4188044,Myrtille Jersey
dam_4542398,One Edge
dam_5501146,Status Update
dam_21100583,Rinroe Flyer
dam_3149384,No Quest
dam_27751689,Anyana
dam_5658898,Jemima Jay
dam_4948132,In The Soup
dam_4946725,Interchange
dam_5391225,Persian Forest
dam_5018307,Blue Nymph
dam_5188365,Cool Baranca
dam_6186852,Caramaleta
dam_4975544,Granny McPhee
dam_6319257,Ain't Misbehavin
dam_8926792,Shazzamataz
dam_22906765,Dance Cover
dam_4095329,Zalda
dam_6572349,Red Con One
dam_9983274,Justapuzzle
dam_11321086,Mille Rubis
dam_6106674,Queens Wild
dam_7906619,Ballygill Countess
dam_5514873,Broxbourne
dam_5139274,Himitas
dam_4952360,Floriana
dam_5218514,Caritas
dam_6070974,Six Cents
dam_6822851,To Much Fun
dam_5994345,Belle De Londres
dam_29226813,Caline De Ferbet
dam_5933214,Rowlestone Express
dam_5750003,Waila
dam_5830370,Saintheze
dam_6167581,Night Heron
dam_4244429,Safety Recue
dam_5579392,Fabrika
dam_5147240,Around Me
dam_4215428,Monte Solaro
dam_5344822,Daliana
dam_5793256,Val'Melodie
dam_4076891,Nasou
dam_4856985,Rate Of Knots
dam_5661278,Aulne River
dam_3887303,Help Yourself
dam_45982412,Crackboum
dam_5944687,Luck Of The Deise
dam_4848319,Speed Bonnie Boat
dam_5997138,Jaune De Beaufai
dam_3395693,Angie Marinie
dam_21652939,Bastide
dam_4906048,Apple Days
dam_5591166,Mrs Mac Veale
dam_21291074,Foxwood Girl
dam_5619516,Vic Chic
dam_5934481,Jesse's Oscar
dam_4196794,Strathtay
dam_20077568,Celestial Spirit
dam_5676013,Meldrum Hall
dam_4936981,Kerada
dam_5233081,Rock Treasure
dam_5702522,Maeva Candas
dam_6340537,Delaine
dam_6241368,Alinstante
dam_26342477,Ledena
dam_5827584,Diamond Lady
dam_4399815,Neshla
dam_8662822,Thornton Mary
dam_4773153,Lucky Clio
dam_5714450,Cozze Up Lady
dam_10350606,Flutter
dam_2882138,Fantasia
dam_5577551,Fleur De Cactus
dam_19635308,Powerful Breeze
dam_8796291,Exquisite Ruby
dam_49849709,Villanelle
dam_6258133,Midnight Crossing
dam_6338710,Balakera
dam_5530483,Wahylah
dam_4759132,Anosti
dam_13999027,Littlemoor Lass
dam_5939892,Pitter Patter
dam_7291732,Soundstrings
dam_5337444,Sodashy
dam_4998084,Kiyra Wells
dam_11034079,Zip Along
dam_5225710,Effervesce
dam_6231918,High Tan
dam_5548690,Aquamarine
dam_5545743,Amhrasach
dam_6052270,Camdora
dam_28013594,Caped Lady
dam_29621648,For Now
dam_5453868,Rhagori
dam_11845498,Sweet Lady Rose
dam_5852574,Augusta Ada
dam_7061397,Bequia
dam_22164044,Aaraamm
dam_3915051,Bustling
dam_7175014,Kiss Me Not
dam_5339159,Certral
dam_6258742,Madhatten
dam_26187364,Royal Eloquence
dam_6169772,Khameela
dam_5285133,Kaffie
dam_4757459,Galley
dam_3827075,Echo River
dam_9211853,Sweet Poli
dam_6221047,Gadwa
dam_5156200,Entertain Me
dam_18055219,Swift And Late
dam_5019182,Vast Consumption
dam_27846679,Croise Naofa
dam_6340817,Shipley
dam_5408018,Meadstown Miss
dam_6315533,Janes Allweather
dam_5803133,Miss Sophierose
dam_4068456,Pacifie Du Charmil
dam_5275781,Marie Des Anges
dam_5826100,Princess Bella
dam_5738019,La Doelenaise
dam_37589853,Leyan
dam_7306257,The Jaffna Queen
dam_5140464,Vineuil
dam_13525057,Gaelic River
dam_5477150,Sister Du Berlais
dam_10137498,Twilight Eclipse
dam_5657281,Truffle Fairy
dam_8934632,Fashion's Worth
dam_5104813,Where's My Slave
dam_4325265,She's Supersonic
dam_8776691,Kygo
dam_4586379,Lady Myfanwy
dam_21663775,Tahaza
dam_24846199,Harbour Mistress
dam_4845393,Moray Firth
dam_5815845,Maggie Byrne
dam_5242566,Miss Ira Zarad
dam_23085139,Black Money
dam_13368369,Benefficient Queen
dam_34760208,Always Hoping
dam_4134564,Heartansoul
dam_6163962,Tara Mactwo
dam_4095126,Pine Valley
dam_37890846,Fedoria
dam_6113324,Antartica De Thaix
dam_5993904,Rock On Annie
dam_6073186,Little Vinnie
dam_13975059,My Dixie
dam_6199074,Robinesse
dam_6315652,Mareena
dam_5700303,Aroma Bella
dam_5395733,Milly Malone
dam_46108209,Lexus Du Charmil
dam_5545267,Simplon
dam_3972479,Poster Girl
dam_5665310,Highest Card
dam_5428493,Rose Of Dunamase
dam_5665156,Crystal Du Berlais
dam_20777330,The River
dam_9787001,Promesse De Joie
dam_4997678,Benefit Of Porter
dam_4195135,Rebel Flyer
dam_5358234,Jaragua
dam_4265394,Giovanna
dam_29747781,Belle Above All
dam_5871474,Country Girl
dam_5337283,Mucho Macabi
dam_4510100,Hideaway
dam_5511233,Born To Dazzle
dam_4955685,Aliceaneileen
dam_2941246,Lady Poppy
dam_5724285,Melbourne Memories
dam_5861198,Survived
dam_4484571,La Gessa
dam_5453861,Miss Work Of Art
dam_7273518,Promise To Be True
dam_6308764,Beshara
dam_5707933,Lady Jacamira
dam_19444950,My Bellamy
dam_9337125,Star Value
dam_6047762,Simple Elegance
dam_4487812,Time On
dam_42226394,Opal Heart
dam_4487903,Deveron
dam_4767105,Festoso
dam_19197605,Kitten On The Keys
dam_16175817,Tranquil Storm
dam_5358962,Khawlah
dam_9693873,Musical Dream
dam_5917261,By Jupiter
dam_4057886,Mistress Twister
dam_5146617,Rebecca Romero
dam_30765336,Lucky Omen
dam_5303025,Fancy Vivid
dam_4626972,Mail Express
dam_3935631,Litewska
dam_5989501,Lamps Of Heaven
dam_40553331,Pizzazz
dam_6275185,Robbie Roo Roo
dam_23568657,Oh Simple Thing
dam_5702788,Emperatriz
dam_4474904,Attima
